TermName,DistrictName,District_StateID,SchoolName,School_StateID,StudentID,Student_StateID,Subject,Course,GrowthMeasureYN,NormsReferenceData,WISelectedAYFall,WISelectedAYWinter,WISelectedAYSpring,WIPreviousAYFall,WIPreviousAYWinter,WIPreviousAYSpring,TestType,TestName,TestID,TestStartDate,TestStartTime,TestDurationMinutes,TestRITScore,TestStandardError,TestPercentile,AchievementQuintile,PercentCorrect,RapidGuessingPercentage,FallToFallProjectedGrowth,FallToFallObservedGrowth,FallToFallObservedGrowthSE,FallToFallMetProjectedGrowth,FallToFallConditionalGrowthIndex,FallToFallConditionalGrowthPercentile,FallToFallGrowthQuintile,FallToWinterProjectedGrowth,FallToWinterObservedGrowth,FallToWinterObservedGrowthSE,FallToWinterMetProjectedGrowth,FallToWinterConditionalGrowthIndex,FallToWinterConditionalGrowthPercentile,FallToWinterGrowthQuintile,FallToSpringProjectedGrowth,FallToSpringObservedGrowth,FallToSpringObservedGrowthSE,FallToSpringMetProjectedGrowth,FallToSpringConditionalGrowthIndex,FallToSpringConditionalGrowthPercentile,FallToSpringGrowthQuintile,WinterToWinterProjectedGrowth,WinterToWinterObservedGrowth,WinterToWinterObservedGrowthSE,WinterToWinterMetProjectedGrowth,WinterToWinterConditionalGrowthIndex,WinterToWinterConditionalGrowthPercentile,WinterToWinterGrowthQuintile,WinterToSpringProjectedGrowth,WinterToSpringObservedGrowth,WinterToSpringObservedGrowthSE,WinterToSpringMetProjectedGrowth,WinterToSpringConditionalGrowthIndex,WinterToSpringConditionalGrowthPercentile,WinterToSpringGrowthQuintile,SpringToSpringProjectedGrowth,SpringToSpringObservedGrowth,SpringToSpringObservedGrowthSE,SpringToSpringMetProjectedGrowth,SpringToSpringConditionalGrowthIndex,SpringToSpringConditionalGrowthPercentile,SpringToSpringGrowthQuintile,LexileScore,LexileMin,LexileMax,QuantileScore,QuantileMin,QuantileMax,Goal1Name,Goal1RitScore,Goal1StdErr,Goal1Range,Goal1Adjective,Goal2Name,Goal2RitScore,Goal2StdErr,Goal2Range,Goal2Adjective,Goal3Name,Goal3RitScore,Goal3StdErr,Goal3Range,Goal3Adjective,Goal4Name,Goal4RitScore,Goal4StdErr,Goal4Range,Goal4Adjective,Goal5Name,Goal5RitScore,Goal5StdErr,Goal5Range,Goal5Adjective,Goal6Name,Goal6RitScore,Goal6StdErr,Goal6Range,Goal6Adjective,Goal7Name,Goal7RitScore,Goal7StdErr,Goal7Range,Goal7Adjective,Goal8Name,Goal8RitScore,Goal8StdErr,Goal8Range,Goal8Adjective,TypicalFallToFallGrowth,TypicalFallToWinterGrowth,TypicalFallToSpringGrowth,TypicalWinterToWinterGrowth,TypicalWinterToSpringGrowth,TypicalSpringToSpringGrowth,ProjectedProficiencyStudy1,ProjectedProficiencyLevel1,ProjectedProficiencyStudy2,ProjectedProficiencyLevel2,ProjectedProficiencyStudy3,ProjectedProficiencyLevel3,ProjectedProficiencyStudy4,ProjectedProficiencyLevel4,ProjectedProficiencyStudy5,ProjectedProficiencyLevel5,ProjectedProficiencyStudy6,ProjectedProficiencyLevel6,ProjectedProficiencyStudy7,ProjectedProficiencyLevel7,ProjectedProficiencyStudy8,ProjectedProficiencyLevel8,ProjectedProficiencyStudy9,ProjectedProficiencyLevel9,ProjectedProficiencyStudy10,ProjectedProficiencyLevel10
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88242","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865455","06/17/2024","10:47:11","72","204","4.70","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765L","665L","815L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88244","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865446","06/17/2024","10:45:01","41","217","4.74","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015L","915L","1065L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88246","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865451","06/17/2024","09:44:00","70","207","4.85","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825L","725L","875L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88248","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908797","06/17/2024","10:45:04","10","162","5.80","","","20","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR45L","BR145L","5L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88249","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948865421","06/17/2024","09:41:56","39","199","4.93","","","37","10.5263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","670L","570L","720L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88251","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908819","06/17/2024","10:47:26","27","213","4.77","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940L","840L","990L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88259","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948908803","06/17/2024","10:46:09","21","183","5.50","","","25","5.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360L","260L","410L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jefferson","","88319","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948713967","06/17/2024","10:06:06","63","177","5.25","","","30","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245L","145L","295L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88326","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275250","06/26/2024","12:27:21","62","230","4.83","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270L","1170L","1320L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88329","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275270","06/26/2024","09:46:43","59","225","4.83","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1170L","1070L","1220L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88333","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456724","06/26/2024","09:46:39","31","218","4.76","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035L","935L","1085L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88333","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275254","07/01/2024","08:37:35","23","212","4.77","","","42","10.5263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920L","820L","970L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88334","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275257","06/26/2024","08:46:13","83","238","4.92","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1420L","1320L","1470L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88336","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456723","06/26/2024","09:47:55","42","227","4.76","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210L","1110L","1260L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88336","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275281","07/01/2024","09:37:59","55","231","4.83","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1285L","1185L","1335L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88339","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275306","06/26/2024","11:31:40","70","229","4.80","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250L","1150L","1300L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88340","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456734","06/26/2024","09:46:40","46","235","4.86","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365L","1265L","1415L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88340","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275318","07/01/2024","09:38:16","36","231","4.79","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1285L","1185L","1335L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88341","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275322","07/01/2024","09:37:55","29","209","4.80","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865L","765L","915L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88345","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275303","07/01/2024","11:29:56","31","214","4.77","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960L","860L","1010L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88346","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456742","06/26/2024","12:28:07","54","224","4.77","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1150L","1050L","1200L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88346","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275272","07/01/2024","12:25:36","38","229","4.93","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250L","1150L","1300L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88348","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275324","07/01/2024","11:30:07","39","197","5.13","","","35","20.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630L","530L","680L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88349","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456754","06/26/2024","12:27:16","31","204","4.75","","","42","5.2632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765L","665L","815L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88349","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275292","07/01/2024","12:24:17","30","186","5.21","","","35","5.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420L","320L","470L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88350","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275304","07/01/2024","09:39:15","56","215","4.93","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","980L","880L","1030L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88351","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275260","06/26/2024","12:27:17","71","220","4.77","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075L","975L","1125L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88352","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275290","06/26/2024","08:35:32","105","221","4.93","","","55","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1095L","995L","1145L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88353","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456737","06/26/2024","08:35:41","41","212","4.85","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920L","820L","970L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88353","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275283","07/01/2024","09:39:08","32","227","4.82","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210L","1110L","1260L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88354","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456740","06/26/2024","12:28:09","43","205","4.89","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785L","685L","835L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88354","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275273","07/01/2024","12:22:43","37","218","4.77","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035L","935L","1085L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88355","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456733","06/26/2024","12:28:09","47","214","4.70","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960L","860L","1010L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88355","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275255","07/01/2024","12:22:47","43","218","4.75","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035L","935L","1085L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88356","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275321","06/26/2024","08:35:34","19","217","4.80","","","53","15.7895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015L","915L","1065L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88357","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275325","06/26/2024","11:32:09","72","201","4.97","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710L","610L","760L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88358","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275297","06/26/2024","11:32:04","86","230","4.93","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270L","1170L","1320L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88361","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275256","06/26/2024","09:46:41","72","190","5.48","","","30","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495L","395L","545L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88363","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456722","06/26/2024","12:27:15","30","217","4.75","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015L","915L","1065L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88363","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275251","07/01/2024","12:22:47","26","210","4.74","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","880L","780L","930L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88364","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456712","06/26/2024","09:47:21","49","234","4.92","","","58","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1345L","1245L","1395L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88364","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275253","07/01/2024","09:37:57","43","225","4.75","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1170L","1070L","1220L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88366","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456730","06/26/2024","09:46:49","49","223","4.74","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1135L","1035L","1185L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88366","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275330","07/01/2024","09:38:03","39","217","4.72","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1015L","915L","1065L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88367","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275328","06/26/2024","11:31:37","79","220","4.74","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075L","975L","1125L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88368","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275299","06/26/2024","11:31:39","56","207","4.75","","","42","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","825L","725L","875L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88369","","Language Arts","Reading","FALSE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","948456745","06/26/2024","08:35:35","43","209","4.76","","","47","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865L","765L","915L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Summer 2023-2024","Green Dot Public Schools - CA","","Jackie Robinson","","88369","","Language Arts","Reading","TRUE","2020","","","","","","","Survey","Screening: Reading 6+ 1.1 (with Screen Reader Compatibility)","956275295","07/01/2024","08:38:02","55","219","4.74","","","53","0.0000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1055L","955L","1105L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
